"id","area","rooms","floor","year","price","district","lat","lng","status","created_at","updated_at","address","bathrooms","decoration","halls","name","orientation","price_per_sqm","property_type","total_floors"
"6516","108","2","1","2025","523024.56","泾渭街道","34.534411","109.084884","available","3/5/2026 05:45:49.216188+00","3/5/2026 05:45:49.216188+00","西安市高陵区泾渭街道泾渭春天20栋4单元","1","毛坯","1","泾渭春天","东北","4842.82","住宅","18"
"6517","173.4","4","4","2026","1213083.86","泾渭街道","34.529073","109.083515","available","3/5/2026 05:45:49.216188+00","3/5/2026 05:45:49.216188+00","西安市高陵区泾渭街道泾渭上城16栋2单元","2","精装","3","泾渭上城","南","6995.87","住宅","6"
"6518","137.7","3","9","2026","916372.84","泾渭街道","34.527848","109.090492","available","3/5/2026 05:45:49.216188+00","3/5/2026 05:45:49.216188+00","西安市高陵区泾渭街道泾渭明珠17栋6单元","1","精装","2","泾渭明珠","南","6654.85","住宅","18"
"6519","138.6","3","3","2025","808050.47","鹿苑街道","34.537704","109.071089","available","3/5/2026 05:45:49.216188+00","3/5/2026 05:45:49.216188+00","西安市高陵区鹿苑街道鹿苑华庭15栋4单元","2","精装","2","鹿苑华庭","南","5830.09","住宅","18"
"6520","107.2","3","10","2025","845456.38","耿镇街道","34.52126","109.093811","available","3/5/2026 05:45:49.216188+00","3/5/2026 05:45:49.216188+00","西安市高陵区耿镇街道高陵恒大5栋3单元","1","豪装","2","高陵恒大","南","7886.72","公寓","30"
"6521","89.3","2","7","2026","515754.83","崇皇街道","34.5502","109.082764","off","3/5/2026 05:45:49.216188+00","3/5/2026 05:45:49.216188+00","西安市高陵区崇皇街道崇皇新城15栋3单元","1","豪装","1","崇皇新城","东南","5775.53","住宅","11"
"6522","108.6","2","13","2025","544277.14","泾渭街道","34.530148","109.090751","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭佳苑1栋3单元","1","精装","1","泾渭佳苑","南","5011.76","住宅","18"
"6523","128.3","3","2","2025","716764.63","泾渭街道","34.530094","109.0991","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭春天2栋6单元","1","简装","2","泾渭春天","南","5586.63","住宅","25"
"6524","88.8","2","1","2026","579579.84","泾渭街道","34.530519","109.093203","off","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭上城18栋1单元","1","豪装","1","泾渭上城","东南","6526.8","住宅","18"
"6525","99.9","2","22","2025","591755.65","泾渭街道","34.539336","109.093187","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭上城5栋5单元","1","精装","1","泾渭上城","西南","5923.48","住宅","30"
"6526","135.8","3","11","2025","798938.56","泾渭街道","34.523433","109.095877","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭上城8栋6单元","2","精装","2","泾渭上城","南","5883.2","住宅","18"
"6527","138.8","4","4","2026","596616.53","泾渭街道","34.515143","109.087648","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭春天5栋1单元","1","精装","3","泾渭春天","南","4298.39","住宅","6"
"6528","106.1","2","19","2025","622926.89","崇皇街道","34.540597","109.094481","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区崇皇街道崇皇花园10栋1单元","1","豪装","1","崇皇花园","南","5871.13","住宅","25"
"6529","136","4","2","2025","953645.6","通远街道","34.531378","109.096143","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区通远街道高陵碧桂园8栋1单元","1","简装","3","高陵碧桂园","南","7012.1","住宅","11"
"6530","101.8","2","11","2025","782560.01","鹿苑街道","34.530388","109.096375","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区鹿苑街道高陵天下10栋6单元","1","毛坯","1","高陵天下","西南","7687.23","住宅","18"
"6531","105.6","2","19","2025","398767.78","渭水片区","34.541606","109.066835","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区渭水片区渭水家园19栋5单元","1","简装","1","渭水家园","西","3776.21","住宅","30"
"6532","125.7","3","1","2026","776980.61","泾渭街道","34.52014","109.072776","off","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭明珠6栋3单元","1","精装","2","泾渭明珠","南","6181.23","住宅","6"
"6533","132.3","3","6","2026","896386.74","渭水片区","34.544616","109.078158","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区渭水片区渭水茗居11栋2单元","2","精装","2","渭水茗居","南","6775.41","住宅","25"
"6534","99.2","2","3","2025","620779.71","崇皇街道","34.544743","109.085149","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区崇皇街道崇皇新城12栋5单元","1","精装","1","崇皇新城","东南","6257.86","住宅","6"
"6535","126.3","3","10","2025","699877.56","泾渭街道","34.532894","109.085556","sold","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭明珠10栋5单元","2","精装","2","泾渭明珠","南","5541.39","公寓","11"
"6536","140.8","4","11","2025","668100.22","鹿苑街道","34.528464","109.071448","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区鹿苑街道鹿苑新城11栋1单元","2","精装","3","鹿苑新城","北","4745.03","住宅","11"
"6537","165.2","4","11","2026","1286219.12","渭水片区","34.539423","109.082804","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区渭水片区渭水茗居2栋5单元","1","精装","3","渭水茗居","西北","7785.83","住宅","11"
"6538","89.1","2","7","2026","483884.28","泾渭街道","34.531794","109.089355","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭佳苑1栋4单元","1","毛坯","1","泾渭佳苑","东北","5430.8","住宅","11"
"6539","80.8","2","5","2025","366838.46","泾渭街道","34.52149","109.085302","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭佳苑15栋1单元","1","简装","1","泾渭佳苑","东南","4540.08","住宅","6"
"6540","131.7","3","1","2026","850648.98","鹿苑街道","34.543529","109.097731","sold","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区鹿苑街道高陵天下4栋6单元","2","精装","2","高陵天下","东","6458.99","住宅","18"
"6541","115.4","3","9","2026","482785.13","鹿苑街道","34.541931","109.077137","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区鹿苑街道鹿苑小区3栋6单元","1","简装","2","鹿苑小区","西北","4183.58","公寓","18"
"6542","88.2","2","15","2026","543677.15","泾渭街道","34.527989","109.092309","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭上城12栋5单元","1","简装","1","泾渭上城","东北","6164.14","住宅","18"
"6543","139.3","3","6","2026","879517.91","渭水片区","34.546851","109.088736","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区渭水片区渭水茗居12栋3单元","2","豪装","2","渭水茗居","西","6313.84","住宅","11"
"6544","93","2","2","2026","582237.66","泾渭街道","34.533707","109.094687","sold","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭上城18栋1单元","1","精装","1","泾渭上城","东南","6260.62","公寓","18"
"6545","104.3","3","17","2026","712070.7","泾渭街道","34.537471","109.084567","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭上城16栋1单元","2","豪装","2","泾渭上城","南","6827.14","住宅","18"
"6546","130.5","3","14","2026","738602.59","泾渭街道","34.527148","109.081714","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭上城6栋3单元","2","简装","2","泾渭上城","东","5659.79","住宅","18"
"6547","99.7","2","3","2026","495609.7","泾渭街道","34.534849","109.087604","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭佳苑14栋4单元","1","简装","1","泾渭佳苑","南","4971.01","住宅","6"
"6548","101.7","2","1","2025","463501.82","鹿苑街道","34.523776","109.08146","off","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区鹿苑街道鹿苑小区4栋3单元","1","精装","1","鹿苑小区","南","4557.54","住宅","11"
"6549","107.9","3","7","2025","683936.02","鹿苑街道","34.526503","109.087443","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区鹿苑街道鹿苑小区1栋5单元","2","精装","2","鹿苑小区","西北","6338.61","住宅","11"
"6550","103.1","3","1","2025","783931.16","鹿苑街道","34.538172","109.091618","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区鹿苑街道高陵天下20栋1单元","1","简装","2","高陵天下","东北","7603.6","住宅","6"
"6551","103.3","2","11","2025","725211.45","崇皇街道","34.533217","109.104592","sold","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区崇皇街道崇皇花园12栋6单元","1","简装","1","崇皇花园","南","7020.44","公寓","25"
"6552","124.5","3","6","2025","624554.25","泾渭街道","34.530968","109.095402","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭春天18栋5单元","2","毛坯","2","泾渭春天","南","5016.5","公寓","6"
"6553","156.6","4","8","2025","861354.81","渭水片区","34.539969","109.078264","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区渭水片区渭水家园12栋4单元","1","豪装","3","渭水家园","南","5500.35","住宅","25"
"6554","104.6","3","11","2025","500246.36","泾渭街道","34.522328","109.095277","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭春天7栋1单元","2","豪装","2","泾渭春天","南","4782.47","公寓","11"
"6555","135","3","8","2025","772902","崇皇街道","34.540755","109.09023","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区崇皇街道崇皇花园2栋2单元","2","豪装","2","崇皇花园","南","5725.2","住宅","11"
"6556","84","2","15","2026","663169.08","耿镇街道","34.52026","109.100569","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区耿镇街道高陵恒大5栋4单元","1","简装","1","高陵恒大","南","7894.87","住宅","18"
"6557","156","4","10","2025","910391.04","泾渭街道","34.533147","109.085725","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭佳苑2栋5单元","1","精装","3","泾渭佳苑","南","5835.84","住宅","30"
"6558","92.4","2","10","2025","520673.08","泾渭街道","34.539355","109.085537","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭上城12栋6单元","1","简装","1","泾渭上城","南","5634.99","住宅","18"
"6559","138.9","4","7","2026","644226.53","泾渭街道","34.51578","109.096554","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭春天15栋5单元","1","精装","3","泾渭春天","南","4638.06","住宅","25"
"6560","103.1","3","7","2026","444738.35","泾渭街道","34.53452","109.087094","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区泾渭街道泾渭佳苑14栋6单元","2","精装","2","泾渭佳苑","南","4313.66","住宅","11"
"6561","110","3","3","2025","861165.8","耿镇街道","34.538061","109.095089","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区耿镇街道高陵恒大20栋3单元","2","豪装","2","高陵恒大","南","7828.78","住宅","30"
"6562","130.5","3","5","2025","749644.2","崇皇街道","34.538716","109.097816","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区崇皇街道崇皇花园10栋4单元","1","精装","2","崇皇花园","南","5744.4","公寓","25"
"6563","122.8","3","10","2026","706699.26","渭水片区","34.539707","109.082245","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.216685+00","西安市高陵区渭水片区渭水茗居1栋3单元","1","简装","2","渭水茗居","南","5754.88","住宅","11"
"6564","126.7","3","4","2026","794896.8","鹿苑街道","34.536255","109.082764","available","3/5/2026 05:45:49.216685+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道鹿苑华庭16栋3单元","2","精装","2","鹿苑华庭","东","6273.85","公寓","25"
"6565","88.1","2","1","2025","524108.66","泾渭街道","34.536774","109.079071","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭明珠17栋2单元","1","精装","1","泾渭明珠","东","5949.02","公寓","25"
"6566","136.1","4","8","2026","875924.63","耿镇街道","34.5311","109.108118","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区耿镇街道高陵恒大16栋4单元","2","精装","3","高陵恒大","南","6435.89","住宅","18"
"6567","124.2","3","1","2026","549691.81","渭水片区","34.536822","109.082762","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区渭水片区渭水家园3栋2单元","1","精装","2","渭水家园","南","4425.86","住宅","11"
"6568","157.6","4","10","2025","779535.3","崇皇街道","34.538239","109.095102","off","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区崇皇街道崇皇新城19栋2单元","1","精装","3","崇皇新城","西","4946.29","别墅","18"
"6569","114.3","3","17","2026","708862.31","渭水片区","34.532549","109.0889","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区渭水片区渭水茗居3栋6单元","2","精装","2","渭水茗居","西南","6201.77","住宅","18"
"6570","94.7","2","16","2026","625823.06","渭水片区","34.535255","109.073005","off","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区渭水片区渭水茗居17栋2单元","1","简装","1","渭水茗居","南","6608.48","住宅","30"
"6571","135.4","3","1","2025","1021093.37","耿镇街道","34.525326","109.090132","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区耿镇街道高陵恒大18栋4单元","2","毛坯","2","高陵恒大","南","7541.31","住宅","6"
"6572","82.4","1","11","2025","493693.83","泾渭街道","34.533214","109.089114","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭佳苑2栋4单元","1","精装","1","泾渭佳苑","南","5991.43","住宅","11"
"6573","109.4","3","10","2026","763080.32","鹿苑街道","34.535567","109.079581","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道鹿苑华庭7栋2单元","1","精装","2","鹿苑华庭","东南","6975.14","住宅","18"
"6574","116","3","8","2025","627640.04","鹿苑街道","34.53852","109.070149","off","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道鹿苑小区18栋6单元","1","毛坯","2","鹿苑小区","南","5410.69","住宅","11"
"6575","127","3","5","2025","555094.14","鹿苑街道","34.531605","109.080357","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道鹿苑新城4栋1单元","1","简装","2","鹿苑新城","南","4370.82","住宅","6"
"6576","104.3","3","6","2026","596566.8","泾渭街道","34.537123","109.089602","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭佳苑14栋4单元","1","精装","2","泾渭佳苑","西北","5719.72","住宅","11"
"6577","92.9","2","1","2025","513710.99","泾渭街道","34.527218","109.098635","off","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭上城7栋4单元","1","简装","1","泾渭上城","南","5529.72","住宅","18"
"6578","107.7","2","11","2025","640509.13","鹿苑街道","34.535884","109.067898","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道鹿苑新城6栋1单元","1","简装","1","鹿苑新城","东南","5947.16","住宅","11"
"6579","116.6","3","3","2025","626616.56","渭水片区","34.528413","109.092109","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区渭水片区渭水茗居9栋2单元","2","毛坯","2","渭水茗居","东","5374.07","住宅","11"
"6580","109.5","3","12","2025","699247.29","耿镇街道","34.537844","109.096276","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区耿镇街道高陵恒大8栋1单元","2","精装","2","高陵恒大","南","6385.82","住宅","18"
"6581","85.6","2","12","2026","583544.62","泾渭街道","34.534586","109.092518","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭上城20栋2单元","1","精装","1","泾渭上城","西南","6817.11","住宅","18"
"6582","137.1","3","1","2026","694103.03","泾渭街道","34.520031","109.096616","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭春天18栋5单元","2","毛坯","2","泾渭春天","西","5062.75","住宅","6"
"6583","88","2","29","2026","763559.28","通远街道","34.524358","109.105077","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区通远街道高陵碧桂园6栋3单元","1","精装","1","高陵碧桂园","南","8676.81","住宅","30"
"6584","104.4","3","6","2025","777760.16","通远街道","34.541785","109.106695","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区通远街道高陵碧桂园2栋6单元","2","简装","2","高陵碧桂园","南","7449.81","住宅","6"
"6585","110.4","3","6","2026","720436.18","鹿苑街道","34.526084","109.069995","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道鹿苑新城2栋1单元","2","精装","2","鹿苑新城","南","6525.69","住宅","6"
"6586","112.1","3","6","2026","677220.76","泾渭街道","34.528892","109.075209","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭佳苑1栋3单元","2","精装","2","泾渭佳苑","南","6041.22","住宅","18"
"6587","150.2","4","1","2025","962278.83","渭水片区","34.531823","109.074496","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区渭水片区渭水茗居8栋6单元","2","毛坯","3","渭水茗居","东南","6406.65","住宅","11"
"6588","113.6","3","5","2025","487831.34","鹿苑街道","34.53713","109.088774","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道鹿苑小区9栋2单元","1","精装","2","鹿苑小区","西北","4294.29","住宅","6"
"6589","103","2","4","2026","471929.52","鹿苑街道","34.53681","109.079171","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道鹿苑小区19栋4单元","1","豪装","1","鹿苑小区","西","4581.84","住宅","11"
"6590","128.3","3","4","2025","720813.78","泾渭街道","34.523456","109.097899","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭新城20栋2单元","2","简装","2","泾渭新城","南","5618.19","住宅","11"
"6591","149.6","4","1","2026","845470.38","鹿苑街道","34.537303","109.084552","off","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道鹿苑小区9栋5单元","2","精装","3","鹿苑小区","南","5651.54","公寓","6"
"6592","108.6","2","1","2026","880397.39","鹿苑街道","34.533169","109.091031","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道高陵天下12栋2单元","1","精装","1","高陵天下","南","8106.79","住宅","11"
"6593","103","3","6","2025","588098.07","泾渭街道","34.523758","109.097975","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭上城19栋5单元","2","简装","2","泾渭上城","东","5709.69","公寓","11"
"6594","101.8","2","10","2026","553521.21","鹿苑街道","34.524006","109.067568","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道鹿苑新城2栋2单元","1","精装","1","鹿苑新城","南","5437.34","住宅","18"
"6595","77.4","1","1","2025","450399.11","泾渭街道","34.521492","109.088055","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭春天18栋6单元","1","豪装","1","泾渭春天","东南","5819.11","住宅","11"
"6596","142.5","4","12","2026","617935.58","鹿苑街道","34.537847","109.073436","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道鹿苑小区16栋2单元","2","简装","3","鹿苑小区","南","4336.39","公寓","25"
"6597","131.7","4","12","2026","722791.99","渭水片区","34.535558","109.085091","sold","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区渭水片区渭水茗居16栋4单元","2","精装","3","渭水茗居","东北","5488.17","住宅","18"
"6598","130.5","4","8","2025","659796.26","泾渭街道","34.525949","109.091095","off","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭春天12栋1单元","2","精装","3","泾渭春天","东北","5055.91","公寓","18"
"6599","97.4","2","10","2025","577766.09","崇皇街道","34.532897","109.078493","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区崇皇街道崇皇新城16栋6单元","1","精装","1","崇皇新城","东南","5931.89","住宅","25"
"6600","76.2","1","5","2025","492818.17","泾渭街道","34.517518","109.090332","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭新城18栋6单元","1","精装","1","泾渭新城","东","6467.43","住宅","18"
"6601","117.7","3","2","2025","660723.07","泾渭街道","34.540312","109.096163","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭上城16栋4单元","2","简装","2","泾渭上城","南","5613.62","住宅","6"
"6602","144.1","4","12","2025","1161287.49","泾渭街道","34.526813","109.089557","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭上城16栋5单元","1","简装","3","泾渭上城","东","8058.9","住宅","25"
"6603","164","4","7","2026","1516768.76","通远街道","34.54139","109.096282","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区通远街道高陵碧桂园2栋2单元","1","精装","3","高陵碧桂园","南","9248.59","别墅","18"
"6604","94.9","2","18","2026","592806.14","鹿苑街道","34.541521","109.100768","sold","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道高陵天下6栋4单元","1","豪装","1","高陵天下","西北","6246.64","住宅","18"
"6605","86.9","2","2","2025","648727.62","鹿苑街道","34.527876","109.069726","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区鹿苑街道鹿苑华庭15栋3单元","1","毛坯","1","鹿苑华庭","东南","7465.22","住宅","6"
"6606","77.6","1","5","2025","422398.53","泾渭街道","34.523865","109.094052","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭新城3栋5单元","1","豪装","1","泾渭新城","南","5443.28","公寓","6"
"6607","88.3","2","10","2025","487558.16","泾渭街道","34.530771","109.086291","available","3/5/2026 05:45:49.217182+00","3/5/2026 05:45:49.217182+00","西安市高陵区泾渭街道泾渭新城3栋4单元","1","毛坯","1","泾渭新城","西","5521.61","住宅","18"
"6608","124.7","3","10","2025","764795.08","泾渭街道","34.518228","109.075655","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区泾渭街道泾渭明珠4栋2单元","2","毛坯","2","泾渭明珠","东","6133.08","住宅","11"
"6609","167.7","4","11","2026","710865.21","鹿苑街道","34.533445","109.075613","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区鹿苑街道鹿苑小区8栋1单元","1","毛坯","3","鹿苑小区","东南","4238.91","住宅","11"
"6610","158.6","4","15","2026","691143.91","泾渭街道","34.534828","109.088791","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区泾渭街道泾渭春天11栋1单元","2","简装","3","泾渭春天","南","4357.78","住宅","18"
"6611","128.8","3","1","2026","927687.15","泾渭街道","34.526481","109.091963","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区泾渭街道泾渭上城13栋6单元","2","精装","2","泾渭上城","南","7202.54","住宅","6"
"6612","130.8","3","18","2025","837335.82","鹿苑街道","34.528191","109.076349","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区鹿苑街道鹿苑华庭17栋3单元","2","精装","2","鹿苑华庭","南","6401.65","住宅","25"
"6613","151.6","4","15","2025","979758.96","泾渭街道","34.533041","109.078472","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区泾渭街道泾渭新城10栋6单元","2","精装","3","泾渭新城","南","6462.79","住宅","25"
"6614","83.8","2","1","2026","398205.87","鹿苑街道","34.526176","109.082612","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区鹿苑街道鹿苑小区3栋3单元","1","精装","1","鹿苑小区","东","4751.86","住宅","30"
"6615","101.2","3","6","2026","718855.98","渭水片区","34.532987","109.092128","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区渭水片区渭水茗居4栋2单元","1","精装","2","渭水茗居","东南","7103.32","住宅","18"
"6616","85.5","2","5","2025","500723.05","泾渭街道","34.525965","109.091009","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区泾渭街道泾渭佳苑9栋6单元","1","毛坯","1","泾渭佳苑","西","5856.41","住宅","6"
"6617","104.5","3","3","2025","604275.43","泾渭街道","34.519222","109.083581","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区泾渭街道泾渭春天14栋5单元","2","简装","2","泾渭春天","东南","5782.54","住宅","6"
"6618","133.5","4","13","2025","1003886.62","泾渭街道","34.531629","109.09884","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区泾渭街道泾渭上城5栋1单元","2","精装","3","泾渭上城","南","7519.75","住宅","25"
"6619","86.3","2","25","2026","605858.79","泾渭街道","34.531841","109.079818","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区泾渭街道泾渭上城1栋2单元","1","精装","1","泾渭上城","西南","7020.38","住宅","30"
"6620","132","4","4","2025","963491.76","泾渭街道","34.540908","109.094887","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区泾渭街道泾渭上城7栋5单元","2","精装","3","泾渭上城","东","7299.18","住宅","11"
"6621","115.2","3","12","2025","723907.58","泾渭街道","34.540074","109.09215","available","3/5/2026 05:45:49.217678+00","3/5/2026 05:45:49.217678+00","西安市高陵区泾渭街道泾渭上城4栋2单元","2","精装","2","泾渭上城","西南","6283.92","住宅","25"
